,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Mohammed Shami,Shivam Mavi,Mohammed Shami,Shivam Mavi,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Shivam Mavi,Yash Dayal
1,Mohammed Shami,Shivam Mavi,Mohammed Shami,Shivam Mavi,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Yash Dayal,Shivam Mavi
2,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Shivam Mavi,Yash Dayal
3,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Yash Dayal,Shivam Mavi
4,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Shivam Mavi,Yash Dayal
5,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Yash Dayal,Shivam Mavi
6,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Shivam Mavi,Yash Dayal
7,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal,Shivam Mavi,Yash Dayal
8,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Yash Dayal,Shivam Mavi
9,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi,Yash Dayal,Shivam Mavi
10,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Shivam Mavi,Yash Dayal
11,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Yash Dayal,Shivam Mavi
12,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Shivam Mavi,Yash Dayal
13,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Yash Dayal,Shivam Mavi
14,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal
15,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,Yash Dayal,Shivam Mavi,Yash Dayal
16,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi
17,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal
18,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,Yash Dayal,Shivam Mavi,Yash Dayal
19,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi
20,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal
21,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi
22,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal
23,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi
24,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal
25,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi
26,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,Shivam Mavi,Yash Dayal,Shivam Mavi
27,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal
28,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi
29,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Mohammed Shami,Shivam Mavi,Yash Dayal,Shivam Mavi
30,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Mohammed Shami,Shivam Mavi,Yash Dayal
31,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Mohammed Shami,Yash Dayal,Shivam Mavi
32,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Mohammed Shami,Shivam Mavi,Yash Dayal
33,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Mohammed Shami,Yash Dayal,Shivam Mavi
34,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Mohammed Shami,Shivam Mavi,Yash Dayal
35,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Mohammed Shami,Yash Dayal,Shivam Mavi
36,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Mohammed Shami,Shivam Mavi,Yash Dayal
37,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Mohammed Shami,Yash Dayal,Shivam Mavi
38,Mohammed Shami,Shivam Mavi,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Mohammed Shami,Yash Dayal
39,Mohammed Shami,Shivam Mavi,Mohammed Shami,Shivam Mavi,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Mohammed Shami,Yash Dayal
40,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Mohammed Shami,Yash Dayal
41,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Mohammed Shami,Yash Dayal
42,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal,Mohammed Shami,Yash Dayal
43,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi,Mohammed Shami,Yash Dayal
44,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Mohammed Shami,Shivam Mavi
45,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Mohammed Shami,Yash Dayal
46,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Mohammed Shami,Yash Dayal
47,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal,Mohammed Shami,Yash Dayal
48,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi,Mohammed Shami,Yash Dayal
49,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Mohammed Shami,Shivam Mavi
50,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Mohammed Shami,Yash Dayal
51,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Mohammed Shami,Shivam Mavi
52,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Mohammed Shami,Yash Dayal
53,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Mohammed Shami,Shivam Mavi
54,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Mohammed Shami,Shivam Mavi
55,Mohammed Shami,Yash Dayal,Mohammed Shami,Yash Dayal,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Mohammed Shami,Shivam Mavi
56,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal,Mohammed Shami,Shivam Mavi
57,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi,Mohammed Shami,Shivam Mavi
58,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Mohammed Shami,Shivam Mavi
59,Mohammed Shami,Yash Dayal,Mohammed Shami,Yash Dayal,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Mohammed Shami,Shivam Mavi
60,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal,Mohammed Shami,Shivam Mavi
61,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi,Mohammed Shami,Shivam Mavi
62,Mohammed Shami,Shivam Mavi,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Yash Dayal,Mohammed Shami
63,Mohammed Shami,Shivam Mavi,Mohammed Shami,Shivam Mavi,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Yash Dayal,Mohammed Shami
64,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Yash Dayal,Mohammed Shami
65,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Yash Dayal,Mohammed Shami
66,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi,Yash Dayal,Mohammed Shami
67,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Shivam Mavi,Mohammed Shami
68,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Yash Dayal,Mohammed Shami
69,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Yash Dayal,Mohammed Shami
70,Mohammed Shami,Shivam Mavi,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,Shivam Mavi,Yash Dayal,Mohammed Shami
71,Mohammed Shami,Shivam Mavi,Mohammed Shami,Yash Dayal,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Shivam Mavi,Mohammed Shami
72,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Yash Dayal,Mohammed Shami
73,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Shivam Mavi,Mohammed Shami
74,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Yash Dayal,Mohammed Shami
75,Mohammed Shami,Yash Dayal,Mohammed Shami,Shivam Mavi,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Yash Dayal,AS Joseph,Shivam Mavi,Mohammed Shami
76,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Shivam Mavi,Mohammed Shami
77,Mohammed Shami,Yash Dayal,Mohammed Shami,Yash Dayal,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Shivam Mavi,Mohammed Shami
78,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal,Shivam Mavi,Mohammed Shami
79,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,Shivam Mavi,Yash Dayal,AS Joseph,Shivam Mavi,Mohammed Shami
80,Mohammed Shami,Yash Dayal,Mohammed Shami,Yash Dayal,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Shivam Mavi,Mohammed Shami
81,Mohammed Shami,Yash Dayal,Mohammed Shami,AS Joseph,Rashid Khan,AS Joseph,Shivam Mavi,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,Yash Dayal,Shivam Mavi,Mohammed Shami
82,Mohammed Shami,Yash Dayal,Shivam Mavi,Mohammed Shami,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Shivam Mavi,Yash Dayal
83,Mohammed Shami,Yash Dayal,Shivam Mavi,Mohammed Shami,Rashid Khan,Mohammed Shami,AS Joseph,Rashid Khan,Shivam Mavi,Yash Dayal,Rashid Khan,AS Joseph,Yash Dayal,Rashid Khan,Mohammed Shami,AS Joseph,Shivam Mavi,AS Joseph,Yash Dayal,Shivam Mavi
